_id,chi,date,domanda_id,messaggio,nome
6414308faeb122aaa608c626,rontinim@gmail.com,2023-03-17T09:19:11.066Z,12,Risposta Alla Domanda Chiusa,
6414308faeb122aaa608c628,rontinim@gmail.com,2023-03-17T09:19:11.387Z,12,Risposta Alla Domanda Chiusa,
6414308faeb122aaa608c629,rontinim@gmail.com,2023-03-17T09:19:11.498Z,12,Risposta Alla Domanda Chiusa,
6414308faeb122aaa608c62a,rontinim@gmail.com,2023-03-17T09:19:11.580Z,12,Risposta Alla Domanda Chiusa,
6414308faeb122aaa608c62c,rontinim@gmail.com,2023-03-17T09:19:11.687Z,12,Risposta Alla Domanda Chiusa,
64143090aeb122aaa608c62e,rontinim@gmail.com,2023-03-17T09:19:12.010Z,12,Risposta Alla Domanda Chiusa,
64143090aeb122aaa608c630,rontinim@gmail.com,2023-03-17T09:19:12.132Z,12,Risposta Alla Domanda Chiusa,
64143090aeb122aaa608c632,rontinim@gmail.com,2023-03-17T09:19:12.455Z,12,Risposta Alla Domanda Chiusa,
64143090aeb122aaa608c634,rontinim@gmail.com,2023-03-17T09:19:12.553Z,12,Risposta Alla Domanda Chiusa,
64143090aeb122aaa608c636,rontinim@gmail.com,2023-03-17T09:19:12.935Z,12,Risposta Alla Domanda Chiusa,
64143091aeb122aaa608c637,rontinim@gmail.com,2023-03-17T09:19:13.010Z,12,Risposta Alla Domanda Chiusa,
64143091aeb122aaa608c638,rontinim@gmail.com,2023-03-17T09:19:13.109Z,12,Risposta Alla Domanda Chiusa,
64143091aeb122aaa608c63a,rontinim@gmail.com,2023-03-17T09:19:13.243Z,12,Risposta Alla Domanda Chiusa,
64143091aeb122aaa608c63c,rontinim@gmail.com,2023-03-17T09:19:13.565Z,12,Risposta Alla Domanda Chiusa,
64143091aeb122aaa608c63e,rontinim@gmail.com,2023-03-17T09:19:13.676Z,12,Risposta Alla Domanda Chiusa,
64143092aeb122aaa608c640,rontinim@gmail.com,2023-03-17T09:19:14.020Z,12,Risposta Alla Domanda Chiusa,
64143092aeb122aaa608c641,rontinim@gmail.com,2023-03-17T09:19:14.131Z,12,Risposta Alla Domanda Chiusa,
64143092aeb122aaa608c642,rontinim@gmail.com,2023-03-17T09:19:14.232Z,12,Risposta Alla Domanda Chiusa,
64143092aeb122aaa608c643,rontinim@gmail.com,2023-03-17T09:19:14.439Z,12,Risposta Alla Domanda Chiusa,
64143092aeb122aaa608c644,rontinim@gmail.com,2023-03-17T09:19:14.554Z,12,Risposta Alla Domanda Chiusa,
64143092aeb122aaa608c646,rontinim@gmail.com,2023-03-17T09:19:14.643Z,12,Risposta Alla Domanda Chiusa,
64143092aeb122aaa608c648,rontinim@gmail.com,2023-03-17T09:19:14.965Z,12,Risposta Alla Domanda Chiusa,
64143093aeb122aaa608c649,rontinim@gmail.com,2023-03-17T09:19:15.077Z,12,Risposta Alla Domanda Chiusa,
64143093aeb122aaa608c64a,rontinim@gmail.com,2023-03-17T09:19:15.187Z,12,Risposta Alla Domanda Chiusa,
64143093aeb122aaa608c64c,rontinim@gmail.com,2023-03-17T09:19:15.388Z,12,Risposta Alla Domanda Chiusa,
64143093aeb122aaa608c64e,rontinim@gmail.com,2023-03-17T09:19:15.758Z,12,Risposta Alla Domanda Chiusa,
64143093aeb122aaa608c64f,rontinim@gmail.com,2023-03-17T09:19:15.843Z,12,Risposta Alla Domanda Chiusa,
64143093aeb122aaa608c650,rontinim@gmail.com,2023-03-17T09:19:15.944Z,12,Risposta Alla Domanda Chiusa,
64143094aeb122aaa608c652,rontinim@gmail.com,2023-03-17T09:19:16.076Z,12,Risposta Alla Domanda Chiusa,
64143094aeb122aaa608c654,rontinim@gmail.com,2023-03-17T09:19:16.525Z,12,Risposta Alla Domanda Chiusa,
64143094aeb122aaa608c656,rontinim@gmail.com,2023-03-17T09:19:16.643Z,12,Risposta Alla Domanda Chiusa,
64143095aeb122aaa608c658,rontinim@gmail.com,2023-03-17T09:19:17.054Z,12,Risposta Alla Domanda Chiusa,
64143095aeb122aaa608c659,rontinim@gmail.com,2023-03-17T09:19:17.187Z,12,Risposta Alla Domanda Chiusa,
64143095aeb122aaa608c65a,rontinim@gmail.com,2023-03-17T09:19:17.265Z,12,Risposta Alla Domanda Chiusa,
64143095aeb122aaa608c65b,rontinim@gmail.com,2023-03-17T09:19:17.494Z,12,Risposta Alla Domanda Chiusa,
64143095aeb122aaa608c65c,rontinim@gmail.com,2023-03-17T09:19:17.599Z,12,Risposta Alla Domanda Chiusa,
64143095aeb122aaa608c65e,rontinim@gmail.com,2023-03-17T09:19:17.711Z,12,Risposta Alla Domanda Chiusa,
64143096aeb122aaa608c660,rontinim@gmail.com,2023-03-17T09:19:18.054Z,12,Risposta Alla Domanda Chiusa,
64143096aeb122aaa608c661,rontinim@gmail.com,2023-03-17T09:19:18.155Z,12,Risposta Alla Domanda Chiusa,
64143096aeb122aaa608c662,rontinim@gmail.com,2023-03-17T09:19:18.265Z,12,Risposta Alla Domanda Chiusa,
64143096aeb122aaa608c664,rontinim@gmail.com,2023-03-17T09:19:18.499Z,12,Risposta Alla Domanda Chiusa,
64143096aeb122aaa608c666,rontinim@gmail.com,2023-03-17T09:19:18.865Z,12,Risposta Alla Domanda Chiusa,
64143096aeb122aaa608c667,rontinim@gmail.com,2023-03-17T09:19:18.977Z,12,Risposta Alla Domanda Chiusa,
64143097aeb122aaa608c668,rontinim@gmail.com,2023-03-17T09:19:19.088Z,12,Risposta Alla Domanda Chiusa,
64143097aeb122aaa608c669,rontinim@gmail.com,2023-03-17T09:19:19.255Z,12,Risposta Alla Domanda Chiusa,
64143097aeb122aaa608c66a,rontinim@gmail.com,2023-03-17T09:19:19.394Z,12,Risposta Alla Domanda Chiusa,
64143097aeb122aaa608c66c,rontinim@gmail.com,2023-03-17T09:19:19.577Z,12,Risposta Alla Domanda Chiusa,
64143097aeb122aaa608c66e,rontinim@gmail.com,2023-03-17T09:19:19.903Z,12,Risposta Alla Domanda Chiusa,
64143098aeb122aaa608c66f,rontinim@gmail.com,2023-03-17T09:19:20.010Z,12,Risposta Alla Domanda Chiusa,
64143098aeb122aaa608c670,rontinim@gmail.com,2023-03-17T09:19:20.110Z,12,Risposta Alla Domanda Chiusa,
64143098aeb122aaa608c672,rontinim@gmail.com,2023-03-17T09:19:20.210Z,12,Risposta Alla Domanda Chiusa,
64143098aeb122aaa608c674,rontinim@gmail.com,2023-03-17T09:19:20.588Z,12,Risposta Alla Domanda Chiusa,
64143098aeb122aaa608c675,rontinim@gmail.com,2023-03-17T09:19:20.709Z,12,Risposta Alla Domanda Chiusa,
64143098aeb122aaa608c676,rontinim@gmail.com,2023-03-17T09:19:20.821Z,12,Risposta Alla Domanda Chiusa,
6414313eaeb122aaa608c677,rontinim@gmail.com,2023-03-17T09:22:06.706Z,12,Risposta Alla Domanda Chiusa,
6414313eaeb122aaa608c678,rontinim@gmail.com,2023-03-17T09:22:06.995Z,12,Risposta Alla Domanda Chiusa,
64143161aeb122aaa608c679,rontinim@gmail.com,2023-03-17T09:22:41.816Z,12,Risposta Alla Domanda Chiusa,
64143162aeb122aaa608c67a,rontinim@gmail.com,2023-03-17T09:22:42.036Z,12,Risposta Alla Domanda Chiusa,
64143162aeb122aaa608c67b,rontinim@gmail.com,2023-03-17T09:22:42.908Z,12,Risposta Alla Domanda Chiusa,
64143163aeb122aaa608c67c,rontinim@gmail.com,2023-03-17T09:22:43.007Z,12,Risposta Alla Domanda Chiusa,
64143164aeb122aaa608c67d,rontinim@gmail.com,2023-03-17T09:22:44.029Z,12,Risposta Alla Domanda Chiusa,
64143164aeb122aaa608c67e,rontinim@gmail.com,2023-03-17T09:22:44.107Z,12,Risposta Alla Domanda Chiusa,
64143164aeb122aaa608c67f,rontinim@gmail.com,2023-03-17T09:22:44.952Z,12,Risposta Alla Domanda Chiusa,
64143165aeb122aaa608c680,rontinim@gmail.com,2023-03-17T09:22:45.052Z,12,Risposta Alla Domanda Chiusa,
641433f1aeb122aaa608c681,rontinim@gmail.com,2023-03-17T09:33:37.248Z,12,Risposta Alla Domanda Chiusa,ROSSE
64143464aeb122aaa608c682,rontinim@gmail.com,2023-03-17T09:35:32.966Z,12,Risposta Alla Domanda Chiusa,ROSSE
64143465aeb122aaa608c683,rontinim@gmail.com,2023-03-17T09:35:33.087Z,12,Risposta Alla Domanda Chiusa,5
64143465aeb122aaa608c684,rontinim@gmail.com,2023-03-17T09:35:33.487Z,12,Risposta Alla Domanda Chiusa,ddddd
64143465aeb122aaa608c685,rontinim@gmail.com,2023-03-17T09:35:33.660Z,12,Risposta Alla Domanda Chiusa,eeee
641434bbaeb122aaa608c686,rontinim@gmail.com,2023-03-17T09:36:59.591Z,secondaa,Risposta Alla Domanda Aperta,ROSSE
641434bbaeb122aaa608c687,rontinim@gmail.com,2023-03-17T09:36:59.658Z,13,Risposta Alla Domanda Chiusa,ROSSE
641434bbaeb122aaa608c688,rontinim@gmail.com,2023-03-17T09:36:59.758Z,secondaa,Risposta Alla Domanda Aperta,1
641434bbaeb122aaa608c689,rontinim@gmail.com,2023-03-17T09:36:59.836Z,13,Risposta Alla Domanda Chiusa,1
641434bbaeb122aaa608c68a,rontinim@gmail.com,2023-03-17T09:36:59.902Z,secondaa,Risposta Alla Domanda Aperta,pinco
641434bbaeb122aaa608c68b,rontinim@gmail.com,2023-03-17T09:36:59.980Z,13,Risposta Alla Domanda Chiusa,pinco
641434bcaeb122aaa608c68c,rontinim@gmail.com,2023-03-17T09:37:00.047Z,secondaa,Risposta Alla Domanda Aperta,pallino
641434bcaeb122aaa608c68d,rontinim@gmail.com,2023-03-17T09:37:00.125Z,13,Risposta Alla Domanda Chiusa,pallino
64143546aeb122aaa608c68e,rontinim@gmail.com,2023-03-17T09:39:18.742Z,secondaa,Risposta Alla Domanda Aperta,ROSSE
64143546aeb122aaa608c68f,rontinim@gmail.com,2023-03-17T09:39:18.853Z,13,Risposta Alla Domanda Chiusa,ROSSE
64143546aeb122aaa608c690,rontinim@gmail.com,2023-03-17T09:39:18.931Z,secondaa,Risposta Alla Domanda Aperta,1
64143547aeb122aaa608c691,rontinim@gmail.com,2023-03-17T09:39:19.031Z,13,Risposta Alla Domanda Chiusa,1
64143547aeb122aaa608c692,rontinim@gmail.com,2023-03-17T09:39:19.143Z,secondaa,Risposta Alla Domanda Aperta,pinco
64143547aeb122aaa608c693,rontinim@gmail.com,2023-03-17T09:39:19.209Z,13,Risposta Alla Domanda Chiusa,pinco
64143547aeb122aaa608c694,rontinim@gmail.com,2023-03-17T09:39:19.309Z,secondaa,Risposta Alla Domanda Aperta,pallino
64143547aeb122aaa608c695,rontinim@gmail.com,2023-03-17T09:39:19.387Z,13,Risposta Alla Domanda Chiusa,pallino
641435b0aeb122aaa608c696,rontinim@gmail.com,2023-03-17T09:41:04.925Z,secondaa,Risposta Alla Domanda Aperta,ROSSE
641435b1aeb122aaa608c697,rontinim@gmail.com,2023-03-17T09:41:05.037Z,13,Risposta Alla Domanda Chiusa,ROSSE
641435b1aeb122aaa608c698,rontinim@gmail.com,2023-03-17T09:41:05.114Z,secondaa,Risposta Alla Domanda Aperta,5
641435b1aeb122aaa608c699,rontinim@gmail.com,2023-03-17T09:41:05.225Z,13,Risposta Alla Domanda Chiusa,5
641436baaeb122aaa608c69a,rontinim@gmail.com,2023-03-17T09:45:30.115Z,12,Risposta Alla Domanda Chiusa,ROSSE
641436baaeb122aaa608c69b,rontinim@gmail.com,2023-03-17T09:45:30.193Z,12,Risposta Alla Domanda Chiusa,3
641436dcaeb122aaa608c69c,rontinim@gmail.com,2023-03-17T09:46:04.606Z,12,Risposta Alla Domanda Chiusa,ROSSE
64143846aeb122aaa608c69d,rontinim@gmail.com,2023-03-17T09:52:06.302Z,12,Risposta Alla Domanda Chiusa,ROSSE
6414389baeb122aaa608c69e,rontinim@gmail.com,2023-03-17T09:53:31.028Z,secondaa,Risposta Alla Domanda Aperta,ROSSE
6414389baeb122aaa608c69f,rontinim@gmail.com,2023-03-17T09:53:31.095Z,13,Risposta Alla Domanda Chiusa,ROSSE
6414389baeb122aaa608c6a0,rontinim@gmail.com,2023-03-17T09:53:31.195Z,secondaa,Risposta Alla Domanda Aperta,1
6414389baeb122aaa608c6a1,rontinim@gmail.com,2023-03-17T09:53:31.295Z,13,Risposta Alla Domanda Chiusa,1
6414389baeb122aaa608c6a2,rontinim@gmail.com,2023-03-17T09:53:31.372Z,secondaa,Risposta Alla Domanda Aperta,prova
6414389baeb122aaa608c6a3,rontinim@gmail.com,2023-03-17T09:53:31.484Z,13,Risposta Alla Domanda Chiusa,prova
6414389baeb122aaa608c6a4,rontinim@gmail.com,2023-03-17T09:53:31.595Z,secondaa,Risposta Alla Domanda Aperta,pippo
6414389baeb122aaa608c6a5,rontinim@gmail.com,2023-03-17T09:53:31.661Z,13,Risposta Alla Domanda Chiusa,pippo
64143963aeb122aaa608c6a6,rontinim@gmail.com,2023-03-17T09:56:51.316Z,12,Risposta Alla Domanda Chiusa,ROSSE
6414399eaeb122aaa608c6a7,rontinim@gmail.com,2023-03-17T09:57:50.863Z,13,Risposta Alla Domanda Chiusa,1
64148a9212ad32a73f0aaf52,rontinim@gmail.com,2023-03-17T15:43:14.917Z,12,Risposta Alla Domanda Chiusa,ROSSE
64148b0612ad32a73f0aaf54,rontinim@gmail.com,2023-03-17T15:45:10.757Z,12,Risposta Alla Domanda Chiusa,ROSSE
64148b0f12ad32a73f0aaf56,rontinim@gmail.com,2023-03-17T15:45:19.591Z,12,Risposta Alla Domanda Chiusa,ROSSE
64148b3112ad32a73f0aaf57,rontinim@gmail.com,2023-03-17T15:45:53.258Z,12,Risposta Alla Domanda Chiusa,ROSSE
64148b3d12ad32a73f0aaf58,rontinim@gmail.com,2023-03-17T15:46:05.160Z,12,Risposta Alla Domanda Chiusa,ROSSE
64148b9e12ad32a73f0aaf59,rontinim@gmail.com,2023-03-17T15:47:42.953Z,12,Risposta Alla Domanda Chiusa,ROSSE
64148ba112ad32a73f0aaf5a,rontinim@gmail.com,2023-03-17T15:47:45.986Z,12,Risposta Alla Domanda Chiusa,ROSSE
64148bfd12ad32a73f0aaf5b,rontinim@gmail.com,2023-03-17T15:49:17.291Z,12,Risposta Alla Domanda Chiusa,ROSSE
64148c1212ad32a73f0aaf5c,rontinim@gmail.com,2023-03-17T15:49:38.414Z,12,Risposta Alla Domanda Chiusa,ROSSE
64148c2c12ad32a73f0aaf5d,rontinim@gmail.com,2023-03-17T15:50:04.127Z,12,Risposta Alla Domanda Chiusa,ROSSE
64148c5612ad32a73f0aaf5e,rontinim@gmail.com,2023-03-17T15:50:46.296Z,12,Risposta Alla Domanda Chiusa,ROSSE
64148c9f12ad32a73f0aaf5f,rontinim@gmail.com,2023-03-17T15:51:59.832Z,12,Risposta Alla Domanda Chiusa,ROSSE
64148de412ad32a73f0aaf60,rontinim@gmail.com,2023-03-17T15:57:24.971Z,prima,Risposta Alla Domanda Aperta,ffffffffffffffff
64148dfd12ad32a73f0aaf61,rontinim@gmail.com,2023-03-17T15:57:49.317Z,prima,Risposta Alla Domanda Aperta,ffffffffffffffff
64148e1612ad32a73f0aaf62,rontinim@gmail.com,2023-03-17T15:58:14.030Z,prima,Risposta Alla Domanda Aperta,ffffffffffffffff
64148e3412ad32a73f0aaf63,rontinim@gmail.com,2023-03-17T15:58:44.842Z,prima,Risposta Alla Domanda Aperta,ffffffffffffffff
64148e4b12ad32a73f0aaf64,rontinim@gmail.com,2023-03-17T15:59:07.799Z,prima,Risposta Alla Domanda Aperta,ffffffffffffffff
6414903212ad32a73f0aaf65,rontinim@gmail.com,2023-03-17T16:07:14.035Z,12,Risposta Alla Domanda Chiusa,ROSSE
6414905c12ad32a73f0aaf66,rontinim@gmail.com,2023-03-17T16:07:56.637Z,13,Risposta Alla Domanda Chiusa,1
6414906a12ad32a73f0aaf67,rontinim@gmail.com,2023-03-17T16:08:10.482Z,prima,Risposta Alla Domanda Aperta,ciao
6414907a12ad32a73f0aaf68,rontinim@gmail.com,2023-03-17T16:08:26.194Z,secondaa,Risposta Alla Domanda Aperta,aaa
641491b512ad32a73f0aaf69,rontinim@gmail.com,2023-03-17T16:13:41.594Z,12,Risposta Alla Domanda Chiusa,ROSSE
6414921512ad32a73f0aaf6a,rontinim@gmail.com,2023-03-17T16:15:17.227Z,13,Risposta Alla Domanda Chiusa,1
641492ae12ad32a73f0aaf6b,rontinim@gmail.com,2023-03-17T16:17:50.757Z,prima,Risposta Alla Domanda Aperta,xiao
641492cd12ad32a73f0aaf6c,rontinim@gmail.com,2023-03-17T16:18:21.892Z,secondaa,Risposta Alla Domanda Aperta,klmklm
6414933e12ad32a73f0aaf6d,rontinim@gmail.com,2023-03-17T16:20:14.854Z,12,Risposta Alla Domanda Chiusa,ROSSE
6414939512ad32a73f0aaf6e,rontinim@gmail.com,2023-03-17T16:21:41.047Z,13,Risposta Alla Domanda Chiusa,1
6414942912ad32a73f0aaf6f,rontinim@gmail.com,2023-03-17T16:24:09.611Z,prima,Risposta Alla Domanda Aperta,lkm
6414945012ad32a73f0aaf70,rontinim@gmail.com,2023-03-17T16:24:48.234Z,secondaa,Risposta Alla Domanda Aperta,ciao
641494a112ad32a73f0aaf71,rontinim@gmail.com,2023-03-17T16:26:09.606Z,12,Risposta Alla Domanda Chiusa,ROSSE
6414955312ad32a73f0aaf72,rontinim@gmail.com,2023-03-17T16:29:07.782Z,13,Risposta Alla Domanda Chiusa,1
6414997312ad32a73f0aaf73,rontinim@gmail.com,2023-03-17T16:46:43.016Z,12,Risposta Alla Domanda Aperta,ROSSE
6414a20b12ad32a73f0aaf74,marco@gmail.com,2023-03-17T17:23:23.100Z,,Creazione Sondaggio,lkjhkljh
6414c213914598fec10c5031,rontinim@gmail.com,2023-03-17T19:40:03.149Z,,Creazione Dominio,
6414c2eb914598fec10c5034,marco@gmail.com,2023-03-17T19:43:39.458Z,,Creazione Sondaggio Premium,
6414c38e914598fec10c5036,marco@gmail.com,2023-03-17T19:46:22.310Z,,Creazione Sondaggio Premium,hkjshksjhkjh
6414c391914598fec10c5037,marco@gmail.com,2023-03-17T19:46:25.462Z,,Creazione Domanda Aperta,
6414e2cdc12fc5957e058421,rontinim@gmail.com,2023-03-17T21:59:41.649Z,,Creazione Dominio,
6414e34cc12fc5957e058424,rontinim@gmail.com,2023-03-17T22:01:48.567Z,,Creazione Dominio,
6414e4e4c12fc5957e058426,rontinim@gmail.com,2023-03-17T22:08:36.521Z,,Creazione Dominio,prova
6414ee43c12fc5957e058428,,2023-03-17T22:48:35.359Z,,Manda Invito,kjkjhkjh
6414ee55c12fc5957e058429,,2023-03-17T22:48:53.294Z,,Manda Invito,VOLALALRE
64157d928c1df1193b0e7e21,marco@gmail.com,2023-03-18T09:00:02.573Z,,Creazione Sondaggio Premium,
64157dc18c1df1193b0e7e24,marco@gmail.com,2023-03-18T09:00:49.086Z,,Creazione Sondaggio Premium,
64157dc38c1df1193b0e7e26,marco@gmail.com,2023-03-18T09:00:51.336Z,,Creazione Sondaggio Premium,
64157dc48c1df1193b0e7e27,marco@gmail.com,2023-03-18T09:00:52.288Z,,Creazione Sondaggio Premium,
64157e328c1df1193b0e7e28,marco@gmail.com,2023-03-18T09:02:42.397Z,,Creazione Sondaggio Premium,
64157e338c1df1193b0e7e29,marco@gmail.com,2023-03-18T09:02:43.300Z,,Creazione Sondaggio Premium,
64157e368c1df1193b0e7e2a,marco@gmail.com,2023-03-18T09:02:46.663Z,,Creazione Sondaggio Premium,
64157e388c1df1193b0e7e2b,marco@gmail.com,2023-03-18T09:02:48.003Z,,Creazione Sondaggio Premium,
64157e388c1df1193b0e7e2c,marco@gmail.com,2023-03-18T09:02:48.112Z,,Creazione Sondaggio Premium,
64157e388c1df1193b0e7e2d,marco@gmail.com,2023-03-18T09:02:48.345Z,,Creazione Sondaggio Premium,
64157e388c1df1193b0e7e2e,marco@gmail.com,2023-03-18T09:02:48.438Z,,Creazione Sondaggio Premium,
64157e388c1df1193b0e7e2f,marco@gmail.com,2023-03-18T09:02:48.685Z,,Creazione Sondaggio Premium,
64157e5e8c1df1193b0e7e30,marco@gmail.com,2023-03-18T09:03:26.276Z,,Creazione Sondaggio Premium,
64157e5f8c1df1193b0e7e31,marco@gmail.com,2023-03-18T09:03:27.592Z,,Creazione Sondaggio Premium,
641580b18c1df1193b0e7e32,marco@gmail.com,2023-03-18T09:13:21.367Z,,Creazione Sondaggio Premium,pokpokpk
641580f28c1df1193b0e7e33,marco@gmail.com,2023-03-18T09:14:26.104Z,,Creazione Sondaggio Premium,prova
641581c38c1df1193b0e7e34,marco@gmail.com,2023-03-18T09:17:55.108Z,,Creazione Sondaggio Premium,jlkjlkjlkjkl
641582448c1df1193b0e7e35,marco@gmail.com,2023-03-18T09:20:04.733Z,,Creazione Sondaggio Premium,provapos
641582478c1df1193b0e7e36,marco@gmail.com,2023-03-18T09:20:07.635Z,,Creazione Domanda Aperta,
641584808c1df1193b0e7e37,marco@gmail.com,2023-03-18T09:29:36.716Z,,Creazione Sondaggio Premium,jlkjlkjlkj
641584948c1df1193b0e7e38,marco@gmail.com,2023-03-18T09:29:56.320Z,,Creazione Domanda Aperta,INTER
641584fc8c1df1193b0e7e39,marco@gmail.com,2023-03-18T09:31:40.418Z,,Creazione Domanda Aperta,oioiuoiuoiu
6415852e8c1df1193b0e7e3a,marco@gmail.com,2023-03-18T09:32:30.702Z,,Creazione Domanda Chiusa,provkjhkjh
6415852e8c1df1193b0e7e3b,marco@gmail.com,2023-03-18T09:32:30.735Z,992776747,Creazione Opzione Domanda Chiusa,bnljiuoyitugfvjhbkn
6415852e8c1df1193b0e7e3c,marco@gmail.com,2023-03-18T09:32:30.769Z,992776747,Creazione Opzione Domanda Chiusa,joyitughjbknj
641585368c1df1193b0e7e3d,marco@gmail.com,2023-03-18T09:32:38.391Z,,Creazione Domanda Chiusa,kjytfgvbkjuyg
641585368c1df1193b0e7e3e,marco@gmail.com,2023-03-18T09:32:38.425Z,1473607066,Creazione Opzione Domanda Chiusa,vhjbkhkugyvhjbknhu
641585368c1df1193b0e7e3f,marco@gmail.com,2023-03-18T09:32:38.458Z,1473607066,Creazione Opzione Domanda Chiusa,gvhjbjkuhgy
641585468c1df1193b0e7e40,marco@gmail.com,2023-03-18T09:32:54.772Z,,Creazione Domanda Chiusa,uughkjyug
641585468c1df1193b0e7e41,marco@gmail.com,2023-03-18T09:32:54.804Z,2032705081,Creazione Opzione Domanda Chiusa,bkjjighbkjnljohig
641585468c1df1193b0e7e42,marco@gmail.com,2023-03-18T09:32:54.838Z,2032705081,Creazione Opzione Domanda Chiusa,hkjiughjko
641585468c1df1193b0e7e43,marco@gmail.com,2023-03-18T09:32:54.916Z,2032705081,Creazione Opzione Domanda Chiusa,
641585468c1df1193b0e7e44,marco@gmail.com,2023-03-18T09:32:54.949Z,2032705081,Creazione Opzione Domanda Chiusa,
6415858c8c1df1193b0e7e45,marco@gmail.com,2023-03-18T09:34:04.678Z,,Creazione Domanda Chiusa,fghbjkhytfgvhb
6415858c8c1df1193b0e7e46,marco@gmail.com,2023-03-18T09:34:04.713Z,1671026103,Creazione Opzione Domanda Chiusa,kjohgyuhbnjoiuigyv
6415858c8c1df1193b0e7e47,marco@gmail.com,2023-03-18T09:34:04.745Z,1671026103,Creazione Opzione Domanda Chiusa,hbnhigyuhbjk
6415858c8c1df1193b0e7e48,marco@gmail.com,2023-03-18T09:34:04.779Z,1671026103,Creazione Opzione Domanda Chiusa,
